INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,SE,FLAG
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2005,6,55-64 years,1.32,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2006,7,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2007,8,55-64 years,1.32,30.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2008,9,55-64 years,1.32,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2009,10,55-64 years,1.32,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2010,11,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2011,12,55-64 years,1.32,31.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2012,13,55-64 years,1.32,32.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2013,14,55-64 years,1.32,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2014,15,55-64 years,1.32,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2015,16,55-64 years,1.32,33.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2016,17,55-64 years,1.32,38.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2017,18,55-64 years,1.32,34.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 55-64 years,3.2,2018,19,55-64 years,1.32,37.0,2.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2000,1,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2001,2,65-74 years,1.41,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2002,3,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2003,4,65-74 years,1.41,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2004,5,65-74 years,1.41,34.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2005,6,65-74 years,1.41,35.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2006,7,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2007,8,65-74 years,1.41,36.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2008,9,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2009,10,65-74 years,1.41,42.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2010,11,65-74 years,1.41,40.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2011,12,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2012,13,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2013,14,65-74 years,1.41,39.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2014,15,65-74 years,1.41,37.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2015,16,65-74 years,1.41,38.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2016,17,65-74 years,1.41,38.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2017,18,65-74 years,1.41,37.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 65-74 years,3.21,2018,19,65-74 years,1.41,36.0,3.0,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2000,1,75 years and over,1.42,69.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2001,2,75 years and over,1.42,61.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2002,3,75 years and over,1.42,63.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2003,4,75 years and over,1.42,63.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2004,5,75 years and over,1.42,59.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2005,6,75 years and over,1.42,59.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2006,7,75 years and over,1.42,62.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2007,8,75 years and over,1.42,66.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2008,9,75 years and over,1.42,68.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2009,10,75 years and over,1.42,68.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2010,11,75 years and over,1.42,66.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2011,12,75 years and over,1.42,72.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2012,13,75 years and over,1.42,68.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2013,14,75 years and over,1.42,67.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital emergency departments,4,"Number of visits per 100 persons, crude",3,Sex and age,3,Female: 75 years and over,3.22,2014,15,75 years and over,1.42,67.0,,
